Id,SalePrice
1555,145543.2501735771
1556,71984.91111775662
1557,116711.91319735895
1558,103822.25347459398
1559,74004.94118632772
1560,125218.83275575726
1561,127468.53534208704
1562,129710.09993844118
1563,127534.11569777224
1564,153414.34487449226
1565,152200.8665213423
1566,236783.28358124103
1567,72715.72595906607
1568,231262.2949152839
1569,120396.04715350049
1570,136255.67219461105
1571,80162.74887930567
1572,136755.28750855348
1573,244311.37711229792
1574,134256.8864029058
1575,243456.36380376993
1576,236864.02491748275
1577,186867.52969674952
1578,159190.63361892686
1579,142269.36199465953
1580,197274.5495991687
1581,155643.752800763
1582,143025.42655862868
1583,264544.63716089923
1584,221557.24203672784
1585,141046.27732554998
1586,67321.64074542804
1587,116868.21163478761
1588,158556.9099867209
1589,99272.42054279789
1590,124223.10257479001
1591,87561.41999133618
1592,126245.1272373026
1593,147413.34418270027
1594,153538.03044081654
1595,115478.3968752718
1596,221283.14065451804
1597,208556.39964210696
1598,217959.5207985664
1599,191324.02887697134
1600,175505.67459290265
1601,54758.98386022204
1602,126540.50899369759
1603,64875.28328641213
1604,273518.42711578484
1605,230410.30056749412
1606,154395.15544342552
1607,167103.56994304166
1608,213772.74236454966
1609,189180.29507193353
1610,153182.23908324295
1611,137021.1526360599
1612,182701.3216046273
1613,163831.54081524466
1614,145509.29568795406
1615,94638.41726212308
1616,67833.65618671908
1617,82245.52037715248
1618,131511.98755465331
1619,152910.50467822922
1620,169438.25981952017
1621,122971.9873486344
1622,152704.83376612258
1623,254337.5725823423
1624,195231.5763578663
1625,114590.12783540983
1626,170811.21924383915
1627,182052.30549837044
1628,278378.72097905865
1629,185326.67467874312
1630,337789.1148898656
1631,247203.50225785142
1632,240153.3626279122
1633,191050.41453502723
1634,185808.96913451015
1635,175812.43020292907
1636,147549.6143061826
1637,190458.07137378177
1638,177481.51415683073
1639,183566.81061579264
1640,239081.39232421864
1641,179390.17624214618
1642,263076.4389843502
1643,218037.2166485577
1644,237875.60385280848
1645,201762.76680757804
1646,162915.83788754465
1647,160770.8316983711
1648,132303.48901631846
1649,135106.62539892877
1650,116150.7627397743
1651,116415.40900317812
1652,102376.68950479955
1653,99867.20402091916
1654,144554.7574682514
1655,126063.35770283756
1656,140887.95203748462
1657,156276.8300758407
1658,150703.96240101114
1659,124633.29948478087
1660,150289.4486674281
1661,407454.5202485495
1662,381184.48892142135
1663,375162.1841573217
1664,448457.35783503694
1665,333218.9514760404
1666,320719.95317628386
1667,357888.5818543694
1668,365439.0415208633
1669,329675.1160845057
1670,358509.430803525
1671,261866.85675875633
1672,391421.5943554656
1673,295476.4274464168
1674,248326.90988910256
1675,203668.78661122278
1676,206646.14664556587
1677,215687.8903479881
1678,449722.35982846597
1679,381239.30547543685
1680,333221.42882908776
1681,285613.82874093554
1682,323842.34283646685
1683,197505.63284524507
1684,175303.84328963875
1685,174353.88063256838
1686,166953.8934016727
1687,171680.21437983308
1688,180758.83975580125
1689,191879.63377894717
1690,196981.03875292174
1691,189890.90675291594
1692,265286.73484142893
1693,183022.82522865687
1694,183804.33257678326
1695,177992.95265674917
1696,259590.30410559138
1697,185720.39777831233
1698,334364.0549177908
1699,333751.0297320518
1700,273936.763772683
1701,285678.0697840678
1702,221965.30703260703
1703,223367.24339673528
1704,262205.7769356393
1705,257602.42931324837
1706,315539.1491272338
1707,231044.69254000438
1708,204999.1608507334
1709,246140.27243317815
1710,223781.24874185259
1711,278723.12930169853
1712,250762.67600691773
1713,277129.09892771184
1714,215613.14803174674
1715,211494.56254306086
1716,180277.17334705463
1717,185715.72795928654
1718,145074.46160382754
1719,224534.42163878353
1720,232246.470727321
1721,155252.7033661966
1722,117934.27088657743
1723,152176.8737646375
1724,214034.3924542471
1725,243368.4757183079
1726,186583.61367492285
1727,155912.45144306787
1728,168028.25286062434
1729,178882.88295363868
1730,159808.63825316215
1731,119091.94622750673
1732,128826.78606299753
1733,112078.58702294878
1734,127703.76134685613
1735,112088.69392745488
1736,95224.38662429177
1737,284264.157131355
1738,272110.5373967693
1739,255490.60117451556
1740,209898.8727609655
1741,185798.95338859095
1742,175945.14858813258
1743,172399.44636712153
1744,347421.45003942214
1745,224119.41255221376
1746,207756.88452383108
1747,209954.0328778373
1748,217535.35733543348
1749,132297.0126220208
1750,122309.54315038165
1751,233706.01670712628
1752,111773.28772557783
1753,155070.77995816036
1754,194279.9822638356
1755,165143.56682423828
1756,150623.2730746452
1757,121002.07631938346
1758,153210.164637584
1759,163133.53748075047
1760,162892.7771069447
1761,143404.41422283894
1762,195533.10307983495
1763,187686.21490027558
1764,116643.48393959133
1765,179969.5302542001
1766,186701.54654855933
1767,212644.35296757426
1768,139646.71174496168
1769,168858.4907942193
1770,159197.08756546595
1771,121615.12706514378
1772,130353.8707557068
1773,116416.36581496964
1774,143409.54265737522
1775,148524.06874253904
1776,144189.10655638587
1777,112036.11635664525
1778,147640.8129103775
1779,134188.71602190833
1780,164296.16797029646
1781,127950.70212803828
1782,74284.58615727199
1783,141270.3343526416
1784,96555.0544392023
1785,141431.34460582444
1786,128047.58693316951
1787,160894.8765886561
1788,41671.89658005501
1789,106173.53123633726
1790,71572.66469899111
1791,199749.5792768842
1792,161208.90166778746
1793,129749.84840442194
1794,170426.74309163936
1795,131511.27498591505
1796,147371.66429961217
1797,116446.33786237577
1798,126695.1904302492
1799,104604.22255751537
1800,126703.76532159536
1801,121090.56431634328
1802,118689.4329947232
1803,157531.0480285685
1804,119428.88713572395
1805,135388.6926264821
1806,121758.93230375368
1807,156288.41303558229
1808,127194.49571161135
1809,134245.85822480824
1810,145559.24873568874
1811,90091.61170660658
1812,109494.05328336556
1813,141002.57382696227
1814,107903.18530297698
1815,44367.06453009241
1816,93474.05706533033
1817,109948.99668511795
1818,166142.4231664118
1819,123541.94537825882
1820,31209.66734495014
1821,111522.95713519491
1822,158591.68031475297
1823,45700.69190272933
1824,142993.76047676208
1825,151180.95730744675
1826,90538.92036679236
1827,106204.58060001594
1828,144337.2524046793
1829,154503.68103626696
1830,148682.59083177487
1831,152726.68440016778
1832,62009.58848162345
1833,155994.29865506093
1834,108302.32070098096
1835,103748.08394226665
1836,127366.34496337047
1837,79264.37406559824
1838,113901.01249414962
1839,114614.16443187068
1840,162407.78583070927
1841,128010.16690658359
1842,86443.54559340153
1843,128292.26683601947
1844,161112.26092341193
1845,150114.1533965706
1846,154644.76794465468
1847,174006.73461739672
1848,40080.86234674859
1849,125450.88383682887
1850,116417.06558570394
1851,134957.70994842402
1852,122587.96389765281
1853,113153.23975033301
1854,158387.6845219303
1855,154519.5739831886
1856,226087.37642312585
1857,121354.89219550358
1858,141557.33745116624
1859,112256.92657566036
1860,140966.58713566547
1861,114613.5921688343
1862,322061.16710962355
1863,308023.28386500943
1864,308041.1958043545
1865,358106.37006057985
1866,342304.9265799074
1867,215834.25234244927
1868,278318.525893555
1869,208002.96506159683
1870,219424.85782867728
1871,271696.07423093985
1872,175639.01141421753
1873,241353.3668354667
1874,146217.94294490071
1875,180871.51611721877
1876,200202.870776698
1877,200249.3158111188
1878,201893.91215445986
1879,138032.51635719673
1880,132245.4779797576
1881,231828.9080202292
1882,233547.19462342118
1883,182787.00240261143
1884,201774.6528682385
1885,225894.78666419117
1886,284031.74098845106
1887,218238.4139396844
1888,250301.58889396442
1889,167930.87458917138
1890,96518.91675274237
1891,117293.64603373117
1892,95961.58851332194
1893,125182.16051838314
1894,116140.16001982766
1895,130087.9888209895
1896,122459.11595033924
1897,109359.93716971995
1898,94653.93191870826
1899,160179.5269528738
1900,164825.5865645149
1901,198612.0122606944
1902,173091.49334805203
1903,240748.95704589714
1904,163786.85627775907
1905,201663.87195183255
1906,160691.1104307709
1907,211817.12762121717
1908,109022.16810197767
1909,133770.2454131525
1910,121996.4625350911
1911,240668.9698597088
1912,308154.43324640556
1913,155240.43700914748
1914,61836.32735294802
1915,337595.1975013339
1916,47485.180244482006
1917,225239.96829568036
1918,136867.50916280656
1919,150380.33256174135
1920,156608.0265117177
1921,370211.81708706415
1922,335931.87861624325
1923,234911.67639248352
1924,216134.80210300675
1925,204745.78211498843
1926,365380.0604532091
1927,120598.17054779199
1928,168211.87175303185
1929,110521.99785753572
1930,123195.43676747486
1931,114493.96496631752
1932,121137.92465765122
1933,197660.3756087307
1934,180618.0727719923
1935,167145.9098613551
1936,202775.57640493766
1937,181319.6070047547
1938,168400.10667768237
1939,269624.4599710931
1940,205410.25846077432
1941,164198.41465603746
1942,167696.21718911524
1943,244657.81018541602
1944,390007.3413480974
1945,409776.17916211253
1946,121657.93869541935
1947,259657.70588175743
1948,171630.29198819154
1949,246947.54623242724
1950,191030.94341976696
1951,235360.04962215782
1952,198753.34269699221
1953,175647.8238960487
1954,181269.45351841534
1955,133115.38451871823
1956,283430.76125411724
1957,153958.12461168552
1958,254124.68140576407
1959,137889.62422717502
1960,93707.75868470292
1961,129824.36504881724
1962,92937.78763624735
1963,103188.19240417785
1964,105773.72546318104
1965,129794.9135157807
1966,143677.08384172083
1967,311796.0266109491
1968,407239.3040806833
1969,389043.29467946594
1970,389485.11094673455
1971,437552.31032782537
1972,361924.69304487365
1973,304782.1096117612
1974,346540.2579771674
1975,507681.35612261784
1976,283040.981443224
1977,359699.71069898386
1978,339518.7698129674
1979,320795.1254598601
1980,187518.19296425488
1981,344098.1517748346
1982,219980.84495223523
1983,210244.16562985943
1984,176252.3372649874
1985,230181.64372268762
1986,202609.81944347883
1987,203365.24516325793
1988,169453.04450181662
1989,190672.89861034392
1990,208549.12359074457
1991,231425.6717221042
1992,223295.3595082584
1993,171343.6655002525
1994,226725.7171947189
1995,179428.6960689841
1996,289567.59628025943
1997,330780.0481189438
1998,305143.1635372278
1999,319251.4968112507
2000,331705.54765380523
2001,301578.4513422679
2002,251137.84912641963
2003,239170.34885276633
2004,283417.55022433447
2005,231943.9489636831
2006,228193.68459471688
2007,246823.21361990238
2008,232759.60655713943
2009,210663.9110944299
2010,193733.24235720863
2011,138005.84181005764
2012,183146.35814637027
2013,179717.19994842669
2014,184689.94320160267
2015,217622.83938416513
2016,196508.06112671283
2017,200497.66122975585
2018,107625.48021400045
2019,126076.03225877997
2020,76361.11890751962
2021,95654.03852859314
2022,212031.11180765077
2023,133883.75906342466
2024,300450.8607374872
2025,362368.98081457685
2026,176329.5060659044
2027,159039.6938250023
2028,154812.75773975975
2029,173269.42668001563
2030,261902.31544675294
2031,238179.81580358325
2032,263834.5799378229
2033,250833.58396186586
2034,187467.23504426237
2035,235523.49730033497
2036,200149.75351526937
2037,215434.08991907537
2038,321569.0165564718
2039,236398.99743252213
2040,323758.15742228343
2041,304807.27256089775
2042,217783.2990517103
2043,178170.37432667415
2044,175566.77087288187
2045,203246.00315431284
2046,151331.23386141728
2047,130070.84528295556
2048,145214.7788156052
2049,132964.27902983443
2050,166012.70445275411
2051,102606.12569732615
2052,120934.35443432408
2053,148466.9377890348
2054,79164.08789276762
2055,171281.08097134787
2056,140818.0719650297
2057,97292.77323979163
2058,208474.56221249618
2059,122895.65883424075
2060,174579.33821836952
2061,163604.67437635746
2062,119787.69988070976
2063,122126.70688928524
2064,130805.28311096143
2065,118887.08314673009
2066,172398.08917978022
2067,119963.48772812169
2068,147579.54674980324
2069,78570.02693405258
2070,111054.61453388864
2071,98486.09750600567
2072,139595.38129717088
2073,119091.16928329482
2074,160541.5543118819
2075,167669.04300600884
2076,126443.98175504128
2077,153740.053075552
2078,127766.0356486555
2079,135574.77654728503
2080,113304.88326568669
2081,123140.44001419842
2082,128050.01177480666
2083,158109.65077445284
2084,108554.53757626249
2085,100295.29766275373
2086,112280.53014447435
2087,112886.19529680326
2088,93290.09905777301
2089,81521.4766482762
2090,115877.8436140808
2091,101643.70714446204
2092,135943.99429377448
2093,141402.5772599146
2094,110008.71324545331
2095,157083.0240883166
2096,92682.30688650627
2097,97342.01148005354
2098,155943.16527749447
2099,35896.74478805484
2100,56914.057989707566
2101,111528.7820485523
2102,123581.66041469714
2103,100826.84362486983
2104,144756.17860555975
2105,140085.95617099758
2106,37239.21734190115
2107,193714.4945820442
2108,119873.80373607052
2109,109539.61202788237
2110,109509.47483919922
2111,132476.41297545866
2112,149197.7747644902
2113,114637.15084089618
2114,108962.07330755168
2115,164754.00617665297
2116,128700.44818605727
2117,148094.90004651225
2118,131223.08077568212
2119,112709.29525648302
2120,101978.3204295797
2121,91621.44794958562
2122,122143.70018042438
2123,99499.63886480662
2124,181060.14348272316
2125,126627.23115244624
2126,161596.45610423875
2127,186612.88078922953
2128,133603.86509215238
2129,65316.20908875484
2130,135434.25099139474
2131,117602.29092299822
2132,119337.3909575456
2133,135349.0730315426
2134,114762.9534839153
2135,109637.74830290384
2136,68395.27818533569
2137,102367.94216719689
2138,126343.39259928116
2139,140776.88418906182
2140,140780.36638743756
2141,180384.5623033084
2142,132390.79181452212
2143,158146.13094620663
2144,116686.3472272252
2145,138034.31220143824
2146,190495.6354010118
2147,142351.16356482427
2148,133732.62057177327
2149,139735.86120178644
2150,242062.34448201605
2151,126506.37040820182
2152,181535.65256046457
2153,183119.21267861314
2154,99656.91096536792
2155,134803.55092233478
2156,244453.08634362323
2157,225994.48620919988
2158,252582.85751256044
2159,232171.64097532327
2160,185914.80567293323
2161,227210.87146028574
2162,355056.1197155169
2163,340710.43205809535
2164,254559.6654806286
2165,210031.2309400686
2166,163462.62416417035
2167,223570.0402510045
2168,179733.82880620088
2169,192255.06924263202
2170,206165.15985486226
2171,161152.99569487863
2172,141663.46471788362
2173,200619.11760634114
2174,218102.44937643758
2175,266242.76715412247
2176,310156.2389024035
2177,238961.54889399558
2178,209503.95560682728
2179,134651.41620029416
2180,213135.88020046684
2181,198514.6573662921
2182,220388.84659732366
2183,194790.80942497496
2184,118565.83557749249
2185,116572.60521549114
2186,144990.6274544273
2187,152474.8195780227
2188,161937.45486091066
2189,300302.2189966814
2190,82412.42421357636
2191,57273.93828754558
2192,87337.13285395154
2193,128610.5661092475
2194,91304.33502382203
2195,87721.18135128228
2196,101387.34814531542
2197,109926.39957642066
2198,163756.71523684892
2199,178865.9377859009
2200,152227.40430517134
2201,156704.69103465928
2202,197927.65788225248
2203,148236.93038851384
2204,190497.57879420742
2205,131074.46668911306
2206,158881.83118333132
2207,222844.4913316432
2208,259541.29708239378
2209,256672.17051095376
2210,123994.63700785744
2211,131538.75164325372
2212,124893.56155643193
2213,107487.40788873949
2214,150606.41198362608
2215,103022.95921505487
2216,153126.70618524868
2217,47036.91944956104
2218,63047.11704445956
2219,63924.02985287609
2220,13979.75561082596
2221,337330.7714451684
2222,301285.30636862223
2223,285193.2028174205
2224,211146.1288956413
2225,123773.47613986931
2226,173219.49019780965
2227,194483.93120719888
2228,287116.6975930607
2229,241579.5862170949
2230,162787.58251628326
2231,216203.50771020376
2232,182165.0248091682
2233,181636.1117472488
2234,250409.4928679557
2235,232377.5686949354
2236,241287.6854602174
2237,291798.3118871718
2238,203036.9162258564
2239,88587.53163530736
2240,150241.25627540168
2241,128574.77713378961
2242,122429.0950109798
2243,121218.43780961214
2244,102900.00976533256
2245,123130.98841043573
2246,135078.99000594008
2247,132720.73251300957
2248,126751.31545466336
2249,109521.72610713891
2250,123466.7065251614
2251,102686.35457333166
2252,187037.55703325337
2253,168463.09651555738
2254,192158.66923503135
2255,187030.99620381976
2256,169957.5144341347
2257,214441.49464393372
2258,150516.98889518413
2259,177106.43834335706
2260,143324.58131077944
2261,230301.34214656497
2262,236792.24223815382
2263,385939.88938872365
2264,435655.22159878013
2265,153587.8772144356
2266,322783.6448126986
2267,367047.71452797996
2268,419932.44335300464
2269,157976.9657347228
2270,186870.56703662802
2271,203464.8642061717
2272,191242.6091690713
2273,150731.90874665335
2274,180503.09796349797
2275,141152.8504477234
2276,186823.13575724256
2277,166845.80498530343
2278,156669.7756438934
2279,131411.08645163057
2280,104939.19322835433
2281,147252.1897220041
2282,158687.87229181745
2283,112982.50783545582
2284,122722.31226130389
2285,144192.74428428174
2286,119066.92291655822
2287,386586.30197777867
2288,294241.26367260003
2289,341960.2538042342
2290,418818.89169312327
2291,361038.00052524835
2292,416328.6762559392
2293,443872.39854137483
2294,395181.644442425
2295,446310.68573398225
2296,261773.91290559352
2297,387333.3189684738
2298,376985.9899750495
2299,351050.49473461066
2300,329155.01528143405
2301,350893.80387674726
2302,259180.88057338714
2303,255811.26419699518
2304,251695.9772772654
2305,210460.51780541777
2306,199559.1955892021
2307,210667.46418245276
2308,236390.84504407563
2309,304946.47708398534
2310,222359.96171245223
2311,208555.9366621609
2312,182821.57709209528
2313,167911.61862069136
2314,178542.50466918433
2315,180565.61687896377
2316,208211.07031267427
2317,189794.24158980127
2318,182124.44154523744
2319,187795.5293453423
2320,182573.19254626322
2321,240553.17319702765
2322,199385.6485497132
2323,204511.14235306007
2324,193828.07099411963
2325,208478.75901435444
2326,186336.53206895723
2327,195918.0017024594
2328,220232.14181212022
2329,189331.51115940965
2330,178956.06101162813
2331,327822.77585503133
2332,397225.88974764454
2333,325217.6050523807
2334,283760.71864203457
2335,311542.30968117283
2336,310730.85171348497
2337,194361.42125209153
2338,244143.63963151874
2339,224929.3077690266
2340,376392.70948362653
2341,207589.79086505447
2342,233176.1289257327
2343,225672.1238655931
2344,224652.42231393617
2345,219969.347651953
2346,221811.28235051
2347,205436.47239237174
2348,253447.58755359717
2349,207862.97614668543
2350,316310.6542485872
2351,278058.42527666874
2352,244709.3279996944
2353,251350.1615329436
2354,160105.3855563429
2355,153094.29218298988
2356,145629.21682963998
2357,189152.90503437305
2358,203171.58794084005
2359,123651.75134993799
2360,114650.89548004209
2361,150445.40254268853
2362,248940.51527827117
2363,149822.2240729126
2364,160078.74287653947
2365,204179.86146479414
2366,198758.01043394546
2367,220202.09035843797
2368,222837.83977275796
2369,211905.87414127437
2370,171327.93839235196
2371,161942.3016812863
2372,192009.31134369236
2373,291977.6326878002
2374,311822.11898114707
2375,241235.23949967616
2376,287233.63911418105
2377,314434.57171579066
2378,159973.11850378104
2379,213393.43528220023
2380,135192.40489479515
2381,163894.29919960292
2382,210423.40730809222
2383,190051.23185958609
2384,228807.37095235463
2385,160646.32233563636
2386,127613.51466125611
2387,124752.5281781092
2388,115523.29906842916
2389,112847.55223114719
2390,170516.8613225103
2391,142412.23209494958
2392,116033.38709333015
2393,182076.2477387545
2394,149932.2032495971
2395,213249.44550304476
2396,142256.53893963597
2397,206338.3930137104
2398,127387.50155871629
2399,77756.39278345753
2400,64700.59292547172
2401,138597.7714170434
2402,141431.61155545257
2403,146031.76925997122
2404,157877.4336388493
2405,149293.72597220622
2406,144107.52294142207
2407,122433.08538794646
2408,138659.58870441804
2409,105436.63752344798
2410,171686.20980694622
2411,115737.0624892487
2412,157183.16230476077
2413,124955.42680804257
2414,178968.77645630774
2415,132804.0327912654
2416,137288.03389126726
2417,146718.09081259381
2418,139552.821645085
2419,122657.39481821912
2420,123723.40937148675
2421,153694.4086649894
2422,106281.18335806648
2423,126068.1329119436
2424,134798.03860178194
2425,212299.7602959677
2426,135703.80607050122
2427,133601.0933877132
2428,195334.69218845165
2429,101172.89849670755
2430,127453.91428976785
2431,98622.81318511174
2432,157578.75489046227
2433,156427.1221654294
2434,144418.67330531194
2435,161738.2961993001
2436,107389.09905562142
2437,88838.05718277523
2438,113190.39629092265
2439,88358.58064818685
2440,130351.84121018462
2441,95978.56036614266
2442,93306.29521963431
2443,145293.7311279811
2444,114970.84324103699
2445,81848.57237520767
2446,136773.13555079594
2447,194954.42612051836
2448,129379.31271692517
2449,115498.774285472
2450,162861.60792211187
2451,112326.53658671386
2452,211942.39920864545
2453,94238.72260570584
2454,106250.33240460907
2455,124969.33796416258
2456,137124.51241628488
2457,155335.13614525157
2458,145480.9050430666
2459,114662.69723935169
2460,156616.52003216103
2461,136842.9586802743
2462,127675.07656646555
2463,136864.44845732744
2464,186514.80022382445
2465,132867.63597363734
2466,124972.64957423392
2467,120395.91390811827
2468,92205.92778859485
2469,86219.23996351438
2470,213668.12936729495
2471,222837.81362635375
2472,177116.44092591002
2473,119672.84040175995
2474,61189.335209482815
2475,202612.87832247897
2476,114620.65365880483
2477,109916.76917922148
2478,143270.32742132246
2479,97695.08958292461
2480,161773.25920987048
2481,130559.71541641827
2482,108891.83495417412
2483,101506.09879579418
2484,130871.40657889016
2485,129713.0951147112
2486,149054.38090488804
2487,191901.41803468077
2488,170310.55714704713
2489,159497.3135864503
2490,145813.60874383594
2491,95933.40995945875
2492,192210.0863001478
2493,160187.6909159826
2494,151578.4393662014
2495,70825.14849527809
2496,220601.69810118212
2497,153460.74559433048
2498,116829.97334553138
2499,76560.709048594
2500,114671.94194953272
2501,139007.45077585883
2502,134892.19111083075
2503,107814.76423337217
2504,202900.63138513884
2505,235671.58147384424
2506,247877.28924144187
2507,267220.6829463431
2508,243850.62978694506
2509,216518.2671725318
2510,208749.2308970174
2511,176951.2839699092
2512,216183.17413375794
2513,218083.78900483623
2514,286364.4201959731
2515,160525.73194110882
2516,173882.501219298
2517,152681.66932951706
2518,154521.07959928073
2519,251713.77487049717
2520,225902.15029424254
2521,185720.3263211901
2522,222391.43655543448
2523,107943.29305491922
2524,141382.1710520757
2525,150129.9682710223
2526,156570.8757174973
2527,127779.1888857783
2528,146177.2086865832
2529,165377.8522665006
2530,130951.70853518893
2531,260286.96464973385
2532,217464.0523512232
2533,197243.23028619052
2534,244668.4439453052
2535,266881.37849048164
2536,212527.18721838424
2537,259223.22191091266
2538,186475.06184725603
2539,187729.6921978318
2540,186858.2777990338
2541,177528.52418713004
2542,164855.72239366232
2543,102798.64476626192
2544,115851.15132153791
2545,133849.25131791388
2546,119287.9434417839
2547,143400.29972630634
2548,164651.53559607465
2549,148825.32139712176
2550,562577.2298671567
2551,136158.44570666167
2552,132577.5871205012
2553,64606.47587102337
2554,85657.45950573438
2555,93219.60417846194
2556,90990.46749800409
2557,102734.41333384265
2558,181461.82583546825
2559,153965.9779437799
2560,178035.56125649204
2561,161465.20181355823
2562,169908.51090678852
2563,159551.46396946837
2564,214033.87203304505
2565,173874.09885753226
2566,163350.43206064857
2567,147399.26123426005
2568,221757.51514754002
2569,240354.36464600603
2570,115524.92331659945
2571,196604.80362005217
2572,161391.74625630828
2573,221128.168079864
2574,336471.39248806064
2575,139788.55135263305
2576,138121.95237963647
2577,149235.46894273174
2578,61898.364090811345
2579,26630.564370423206
2580,96887.07965629059
2581,114564.49109461415
2582,114867.23579703609
2583,275568.7072712709
2584,159503.18397146743
2585,180297.902187943
2586,205244.7571019578
2587,200171.7438595011
2588,141103.0249466627
2589,144233.14494949055
2590,196622.18067794002
2591,233923.5409576384
2592,216172.78004385962
2593,261068.8637164469
2594,185844.00890757388
2595,225980.9230609428
2596,282706.4228742792
2597,204755.982595957
2598,283952.36452597857
2599,342571.57820106484
2600,183075.03716417996
2601,134194.1285266335
2602,70857.94804274442
2603,94961.7653168178
2604,84725.03978196427
2605,64849.42860069603
2606,130674.02672255237
2607,220620.6375253367
2608,188672.70422908466
2609,155843.48219754046
2610,108997.8060308079
2611,131002.58976609795
2612,155675.42923404172
2613,124062.91681034362
2614,114239.8095820226
2615,165057.42800600047
2616,153822.39166383748
2617,197593.69675679354
2618,222596.64343071973
2619,203745.3085034442
2620,191889.74360470707
2621,178116.8741843676
2622,177167.51542110112
2623,227481.06246650987
2624,284495.7891826987
2625,274878.4138115394
2626,174962.75861679262
2627,184981.3937377542
2628,475273.6496628624
2629,500589.76919556025
2630,396179.62758149847
2631,448460.0454319542
2632,417735.9479420091
2633,313211.8012995251
2634,421347.7551970527
2635,143980.8409911202
2636,171502.51533619117
2637,198386.2798516798
2638,270977.95889351435
2639,195804.1257441457
2640,151182.38248521462
2641,102765.30483812804
2642,160092.72851197072
2643,109716.1277589805
2644,104965.75630977133
2645,109507.02497121738
2646,94281.93175015389
2647,104632.52374177892
2648,139555.08855463983
2649,154453.61809773918
2650,133077.14607747446
2651,136365.4920470434
2652,378873.79657127836
2653,258248.56880204973
2654,278717.276144785
2655,407669.8270405119
2656,335600.0452666695
2657,355884.9016783424
2658,332808.78969569027
2659,338951.694417238
2660,362344.9195904805
2661,359874.8838292379
2662,382210.838492836
2663,277544.70272696647
2664,302405.4687149093
2665,339177.78411316255
2666,296848.9231040034
2667,181821.01740998065
2668,187693.75451871974
2669,186789.67296289525
2670,266633.6763290593
2671,189877.31023321487
2672,195439.0484671594
2673,194698.42440615094
2674,191727.11778985197
2675,193088.2492956291
2676,189559.81397892407
2677,203268.3718294477
2678,245197.86022533046
2679,291566.24202436313
2680,298974.57031724416
2681,413163.43664958235
2682,327487.4810590879
2683,489119.14665240597
2684,336553.9174099271
2685,346017.8681204963
2686,240551.88816044072
2687,294347.4512687278
2688,211807.6266668978
2689,219719.45533832058
2690,361799.76836500654
2691,196377.7102310178
2692,161417.01754110854
2693,203296.4736008367
2694,142379.45752875903
2695,199124.98804665275
2696,183919.29220909055
2697,183738.5560669239
2698,205038.87079857686
2699,161767.82183577854
2700,144439.8988852332
2701,144257.71477985254
2702,100968.74277294404
2703,122379.16542732052
2704,147763.24496696203
2705,111450.76489312376
2706,88042.83132423286
2707,115164.65970859956
2708,139406.9250363179
2709,118056.03150054603
2710,137022.76665891788
2711,273855.2055662032
2712,412880.9142247465
2713,162181.68065225845
2714,144242.91708423907
2715,173489.47962361097
2716,132780.5443929201
2717,185504.01145600656
2718,213158.85153948085
2719,141063.280523411
2720,180219.74589350296
2721,123115.10021527135
2722,151727.23275919468
2723,136240.69376449275
2724,118191.25960121246
2725,128505.25597113743
2726,130833.47857417061
2727,170558.24770918826
2728,189811.00632096466
2729,144207.3002249963
2730,145579.22665045375
2731,138613.36282145418
2732,142245.12672123895
2733,155108.50706572586
